Contig	Len_ctg	len_gff	coverage
NODE_3627_length_524_cov_1.0344	524	501	95.611
NODE_3629_length_534_cov_2.25799	534	50	9.363
NODE_3635_length_533_cov_0.778325	533	43	8.068
NODE_3646_length_533_cov_1.86207	533	47	8.818
NODE_3664_length_532_cov_0.780247	532	36	6.767
NODE_3665_length_532_cov_0.750617	532	49	9.211
NODE_3667_length_532_cov_0.780247	532	24	4.511
NODE_3672_length_532_cov_1.02963	532	59	11.090
NODE_3680_length_531_cov_0.777228	531	50	9.416
NODE_3684_length_531_cov_0.742574	531	61	11.488
NODE_3705_length_530_cov_0.74938	530	31	5.849
NODE_3707_length_530_cov_2.54839	530	45	8.491
NODE_3712_length_530_cov_0.784119	530	58	10.943
NODE_3720_length_530_cov_2.22829	530	36	6.792
NODE_3722_length_530_cov_0.734491	530	64	12.075
NODE_3744_length_528_cov_0.78803	528	23	4.356
NODE_3760_length_528_cov_0.738155	528	38	7.197
NODE_3770_length_527_cov_0.7725	527	43	8.159
NODE_3772_length_527_cov_0.79	527	42	7.970
NODE_3786_length_527_cov_0.77	527	25	4.744
NODE_3794_length_526_cov_0.79198	526	36	6.844
NODE_3797_length_526_cov_0.79198	526	50	9.506
NODE_3802_length_526_cov_0.380952	526	98	18.631
NODE_3811_length_525_cov_0.746231	525	39	7.429
NODE_3828_length_524_cov_0.79597	524	30	5.725
NODE_3834_length_524_cov_0.79597	524	54	10.305
NODE_3844_length_524_cov_1.35516	524	62	11.832
NODE_3854_length_523_cov_0.79798	523	34	6.501
NODE_3866_length_523_cov_0.79798	523	36	6.883
NODE_3867_length_523_cov_0.79798	523	21	4.015
NODE_3871_length_523_cov_0.790404	523	41	7.839
NODE_3874_length_523_cov_1.0202	523	30	5.736
NODE_3882_length_522_cov_0.8	522	37	7.088
NODE_3883_length_522_cov_0.8	522	37	7.088
NODE_3896_length_521_cov_0.80203	521	59	11.324
NODE_3897_length_521_cov_0.80203	521	40	7.678
NODE_3901_length_521_cov_0.80203	521	100	19.194
NODE_3911_length_521_cov_0.756345	521	48	9.213
NODE_3919_length_520_cov_1.32316	520	68	13.077
NODE_3927_length_520_cov_0.804071	520	24	4.615
NODE_3928_length_520_cov_0.804071	520	88	16.923
NODE_3931_length_520_cov_0.804071	520	22	4.231
NODE_3938_length_520_cov_0.783715	520	54	10.385
NODE_3964_length_519_cov_0.770408	519	77	14.836
NODE_3970_length_518_cov_0.808184	518	35	6.757
NODE_3971_length_518_cov_0.777494	518	36	6.950
NODE_3998_length_518_cov_0.736573	518	40	7.722
NODE_4001_length_517_cov_0.728205	517	31	5.996
NODE_4002_length_517_cov_0.769231	517	55	10.638
NODE_4005_length_517_cov_0.810256	517	40	7.737
NODE_4017_length_517_cov_0.810256	517	19	3.675
NODE_4029_length_517_cov_0.758974	517	61	11.799
NODE_4031_length_517_cov_0.597436	517	507	98.066
NODE_4052_length_516_cov_0.753213	516	26	5.039
NODE_4072_length_515_cov_0.814433	515	86	16.699
NODE_4077_length_515_cov_0.814433	515	75	14.563
NODE_4085_length_515_cov_0.502577	515	177	34.369
NODE_4086_length_515_cov_0.791237	515	160	31.068
NODE_4088_length_515_cov_0.528351	515	38	7.379
NODE_4109_length_514_cov_1.44186	514	50	9.728
NODE_4110_length_514_cov_0.775194	514	49	9.533
NODE_4127_length_513_cov_0.818653	513	101	19.688
NODE_4131_length_513_cov_0.818653	513	47	9.162
NODE_4132_length_513_cov_1.22798	513	55	10.721
NODE_4140_length_513_cov_0.772021	513	39	7.602
NODE_4144_length_513_cov_0.751295	513	40	7.797
NODE_4154_length_512_cov_0.787013	512	43	8.398
NODE_4156_length_512_cov_0.820779	512	34	6.641
NODE_4167_length_512_cov_1.21299	512	43	8.398
NODE_4168_length_514_cov_1.12208	514	28	5.447
NODE_4171_length_512_cov_0.555844	512	105	20.508
NODE_4190_length_511_cov_0.822917	511	20	3.914
NODE_4203_length_511_cov_31.7188	511	510	99.804
NODE_4221_length_510_cov_0.744125	510	33	6.471
NODE_4232_length_510_cov_0.741514	510	165	32.353
NODE_4234_length_509_cov_0.774869	509	93	18.271
NODE_4237_length_509_cov_0.769634	509	67	13.163
NODE_4265_length_508_cov_0.779528	508	36	7.087
NODE_4271_length_508_cov_0.829396	508	36	7.087
NODE_4272_length_508_cov_0.7979	508	57	11.220
NODE_4275_length_508_cov_0.7979	508	51	10.039
NODE_4278_length_508_cov_0.829396	508	21	4.134
NODE_4281_length_508_cov_0.829396	508	58	11.417
NODE_4304_length_507_cov_0.778947	507	50	9.862
NODE_4306_length_507_cov_0.831579	507	46	9.073
NODE_4308_length_507_cov_0.723684	507	25	4.931
NODE_4314_length_507_cov_0.723684	507	46	9.073
NODE_4319_length_507_cov_0.565789	507	61	12.032
NODE_4330_length_506_cov_0.833773	506	32	6.324
NODE_4331_length_506_cov_0.833773	506	49	9.684
NODE_4337_length_506_cov_0.833773	506	30	5.929
NODE_4342_length_506_cov_0.833773	506	26	5.138
NODE_4345_length_506_cov_0.833773	506	109	21.542
NODE_4356_length_505_cov_1.64815	505	44	8.713
NODE_4358_length_505_cov_0.835979	505	29	5.743
NODE_4368_length_505_cov_0.835979	505	32	6.337
NODE_4384_length_505_cov_0.724868	505	25	4.950
NODE_4394_length_504_cov_0.838196	504	86	17.063
NODE_4398_length_504_cov_1.67639	504	35	6.944
NODE_4410_length_504_cov_0.779841	504	39	7.738
NODE_4420_length_503_cov_0.840426	503	57	11.332
NODE_4425_length_503_cov_0.840426	503	26	5.169
NODE_4458_length_502_cov_0.802667	502	26	5.179
NODE_4476_length_501_cov_0.831551	501	24	4.790
NODE_4484_length_501_cov_0.775401	501	41	8.184
NODE_4513_length_500_cov_0.847185	500	33	6.600
NODE_4515_length_500_cov_0.793566	500	26	5.200
NODE_4519_length_500_cov_0.772118	500	27	5.400
NODE_4522_length_500_cov_0.774799	500	39	7.800
NODE_4526_length_500_cov_0.892761	500	62	12.400
NODE_4531_length_499_cov_0.849462	499	69	13.828
NODE_4536_length_499_cov_0.849462	499	49	9.820
NODE_4586_length_498_cov_1.44205	498	39	7.831
NODE_4600_length_498_cov_0.787062	498	28	5.622
NODE_4607_length_498_cov_0.765499	498	48	9.639
NODE_4612_length_497_cov_0.854054	497	132	26.559
NODE_4620_length_497_cov_0.832432	497	28	5.634
NODE_4622_length_497_cov_0.854054	497	33	6.640
NODE_4633_length_497_cov_0.854054	497	51	10.262
NODE_4634_length_497_cov_0.854054	497	52	10.463
NODE_4638_length_497_cov_0.851351	497	88	17.706
NODE_4643_length_497_cov_0.759459	497	37	7.445
NODE_4650_length_496_cov_0.720867	496	75	15.121
NODE_4652_length_496_cov_0.856369	496	41	8.266
NODE_4661_length_496_cov_0.856369	496	41	8.266
NODE_4662_length_496_cov_0.856369	496	80	16.129
NODE_4686_length_496_cov_0.775068	496	54	10.887
NODE_4688_length_496_cov_1.11382	496	495	99.798
NODE_4707_length_495_cov_0.858696	495	71	14.343
NODE_4711_length_495_cov_0.850543	495	60	12.121
NODE_4713_length_495_cov_0.815217	495	26	5.253
NODE_4724_length_495_cov_0.774457	495	88	17.778
NODE_4728_length_494_cov_0.861035	494	38	7.692
NODE_4735_length_494_cov_0.861035	494	28	5.668
NODE_4737_length_494_cov_0.73842	494	50	10.121
NODE_4740_length_494_cov_0.861035	494	53	10.729
NODE_4742_length_494_cov_0.817439	494	55	11.134
NODE_4747_length_494_cov_0.836512	494	62	12.551
NODE_4751_length_494_cov_0.858311	494	21	4.251
NODE_4757_length_494_cov_0.841962	494	34	6.883
NODE_4773_length_493_cov_0.756831	493	85	17.241
NODE_4774_length_493_cov_0.838798	493	60	12.170
NODE_4807_length_492_cov_0.863014	492	51	10.366
NODE_4835_length_491_cov_0.85989	491	45	9.165
NODE_4851_length_491_cov_0.868132	491	43	8.758
NODE_4853_length_491_cov_0.846154	491	38	7.739
NODE_4858_length_491_cov_0.758242	491	69	14.053
NODE_4862_length_491_cov_1.48352	491	43	8.758
NODE_4866_length_490_cov_0.870523	490	106	21.633
NODE_4869_length_490_cov_2.42149	490	56	11.429
NODE_4880_length_490_cov_0.732782	490	31	6.327
NODE_4897_length_490_cov_0.936639	490	36	7.347
NODE_4902_length_489_cov_0.872928	489	31	6.339
NODE_4907_length_489_cov_0.872928	489	57	11.656
NODE_4908_length_489_cov_0.845304	489	21	4.294
NODE_4918_length_489_cov_0.872928	489	60	12.270
NODE_4947_length_488_cov_1.4626	488	41	8.402
NODE_4962_length_487_cov_0.797222	487	36	7.392
NODE_4971_length_487_cov_0.825	487	62	12.731
NODE_4976_length_487_cov_0.847222	487	31	6.366
NODE_4989_length_487_cov_0.861111	487	32	6.571
NODE_5015_length_486_cov_0.766017	486	33	6.790
NODE_5019_length_486_cov_0.880223	486	33	6.790
NODE_5023_length_486_cov_0.844011	486	56	11.523
NODE_5045_length_486_cov_0.832869	486	36	7.407
NODE_5046_length_486_cov_0.760446	486	36	7.407
NODE_5054_length_485_cov_0.874302	485	65	13.402
NODE_5059_length_485_cov_0.818436	485	49	10.103
NODE_5063_length_485_cov_0.865922	485	27	5.567
NODE_5068_length_485_cov_1.43855	485	24	4.948
NODE_5077_length_485_cov_0.801676	485	31	6.392
NODE_5082_length_485_cov_0.798883	485	36	7.423
NODE_5124_length_483_cov_0.803371	483	24	4.969
NODE_5137_length_483_cov_0.837079	483	144	29.814
NODE_5148_length_483_cov_0.783708	483	58	12.008
NODE_5150_length_483_cov_0.75	483	33	6.832
NODE_5171_length_482_cov_0.780282	482	107	22.199
NODE_5185_length_482_cov_0.830986	482	24	4.979
NODE_5209_length_481_cov_0.79661	481	29	6.029
NODE_5211_length_481_cov_0.813559	481	75	15.593
NODE_5228_length_481_cov_0.838983	481	89	18.503
NODE_5242_length_480_cov_0.790368	480	33	6.875
NODE_5263_length_480_cov_0.546742	480	89	18.542
NODE_5266_length_480_cov_0.78187	480	25	5.208
NODE_5269_length_480_cov_1.60907	480	46	9.583
NODE_5270_length_480_cov_0.609065	480	30	6.250
NODE_5272_length_479_cov_0.875	479	49	10.230
NODE_5279_length_479_cov_0.872159	479	105	21.921
NODE_5280_length_479_cov_0.801136	479	42	8.768
NODE_5281_length_479_cov_0.75	479	58	12.109
NODE_5288_length_479_cov_0.897727	479	30	6.263
NODE_5289_length_479_cov_0.801136	479	207	43.215
NODE_5294_length_479_cov_0.889205	479	20	4.175
NODE_5296_length_479_cov_0.857955	479	26	5.428
NODE_5314_length_478_cov_0.77208	478	48	10.042
NODE_5315_length_478_cov_0.851852	478	32	6.695
NODE_5323_length_478_cov_0.80057	478	18	3.766
NODE_5324_length_478_cov_0.900285	478	16	3.347
NODE_5328_length_478_cov_0.883191	478	47	9.833
NODE_5342_length_478_cov_0.866097	478	29	6.067
NODE_5345_length_478_cov_0.766382	478	60	12.552
NODE_5349_length_478_cov_0.917379	478	38	7.950
NODE_5356_length_477_cov_0.902857	477	31	6.499
NODE_5364_length_477_cov_0.88	477	67	14.046
NODE_5372_length_477_cov_0.782857	477	37	7.757
NODE_5375_length_477_cov_0.711429	477	27	5.660
NODE_5381_length_477_cov_0.874286	477	35	7.338
NODE_5387_length_477_cov_0.865714	477	48	10.063
NODE_5388_length_477_cov_2.66857	477	93	19.497
NODE_5394_length_476_cov_0.905444	476	22	4.622
NODE_5397_length_476_cov_0.905444	476	43	9.034
NODE_5414_length_476_cov_0.905444	476	21	4.412
NODE_5435_length_476_cov_0.7851	476	70	14.706
NODE_5437_length_476_cov_0.776504	476	41	8.613
NODE_5439_length_476_cov_0.765043	476	28	5.882
NODE_5443_length_476_cov_0.802292	476	33	6.933
NODE_5455_length_475_cov_0.908046	475	50	10.526
NODE_5474_length_475_cov_0.821839	475	32	6.737
NODE_5475_length_475_cov_0.778736	475	55	11.579
NODE_5477_length_475_cov_0.729885	475	28	5.895
NODE_5494_length_474_cov_0.89049	474	37	7.806
NODE_5510_length_474_cov_0.556196	474	26	5.485
NODE_5522_length_473_cov_0.913295	473	40	8.457
NODE_5533_length_473_cov_0.913295	473	47	9.937
NODE_5535_length_473_cov_0.754335	473	32	6.765
NODE_5537_length_473_cov_0.881503	473	92	19.450
NODE_5552_length_472_cov_0.727536	472	34	7.203
NODE_5560_length_472_cov_0.86087	472	62	13.136
NODE_5564_length_472_cov_0.852174	472	38	8.051
NODE_5566_length_472_cov_0.915942	472	46	9.746
NODE_5567_length_472_cov_0.808696	472	36	7.627
NODE_5573_length_472_cov_0.991304	472	23	4.873
NODE_5588_length_472_cov_1.17101	472	463	98.093
NODE_5597_length_471_cov_0.918605	471	51	10.828
NODE_5606_length_471_cov_0.784884	471	25	5.308
NODE_5608_length_471_cov_0.886628	471	29	6.157
NODE_5614_length_471_cov_0.793605	471	52	11.040
NODE_5627_length_471_cov_1.46221	471	87	18.471
NODE_5641_length_470_cov_0.886297	470	98	20.851
NODE_5642_length_470_cov_1.36735	470	44	9.362
NODE_5647_length_470_cov_0.921283	470	41	8.723
NODE_5656_length_470_cov_1.84257	470	50	10.638
NODE_5675_length_469_cov_0.923977	469	64	13.646
NODE_5690_length_469_cov_0.923977	469	106	22.601
NODE_5691_length_469_cov_0.836257	469	41	8.742
NODE_5713_length_468_cov_0.718475	468	39	8.333
NODE_5729_length_468_cov_0.73607	468	41	8.761
NODE_5741_length_468_cov_0.739003	468	34	7.265
NODE_5757_length_467_cov_0.929412	467	37	7.923
NODE_5761_length_467_cov_0.929412	467	23	4.925
NODE_5763_length_467_cov_2.31765	467	33	7.066
NODE_5785_length_467_cov_0.870588	467	127	27.195
NODE_5787_length_467_cov_0.747059	467	26	5.567
NODE_5799_length_466_cov_1.81416	466	37	7.940
NODE_5806_length_466_cov_0.893805	466	24	5.150
NODE_5810_length_466_cov_0.929204	466	21	4.506
NODE_5816_length_466_cov_0.923304	466	58	12.446
NODE_5822_length_466_cov_0.825959	466	29	6.223
NODE_5824_length_466_cov_0.766962	466	41	8.798
NODE_5871_length_465_cov_0.810651	465	40	8.602
NODE_5873_length_464_cov_0.937685	464	33	7.112
NODE_5876_length_464_cov_0.937685	464	55	11.853
NODE_5884_length_464_cov_0.771513	464	18	3.879
NODE_5900_length_464_cov_0.937685	464	30	6.466
NODE_5901_length_464_cov_0.937685	464	91	19.612
NODE_5905_length_464_cov_0.747774	464	27	5.819
NODE_5908_length_464_cov_0.967359	464	26	5.603
NODE_5918_length_463_cov_0.919643	463	28	6.048
NODE_5920_length_463_cov_0.755952	463	72	15.551
NODE_5921_length_463_cov_0.863095	463	48	10.367
NODE_5924_length_463_cov_0.940476	463	279	60.259
NODE_5925_length_463_cov_0.940476	463	30	6.479
NODE_5938_length_463_cov_0.800595	463	32	6.911
NODE_5955_length_462_cov_0.77381	462	34	7.359
NODE_5963_length_462_cov_0.943284	462	51	11.039
NODE_5994_length_461_cov_0.946108	461	45	9.761
NODE_5996_length_461_cov_0.946108	461	38	8.243
NODE_6010_length_461_cov_0.946108	461	37	8.026
NODE_6014_length_461_cov_0.946108	461	53	11.497
NODE_6017_length_461_cov_0.922156	461	31	6.725
NODE_6050_length_460_cov_0.948949	460	27	5.870
NODE_6057_length_460_cov_0.768769	460	18	3.913
NODE_6089_length_457_cov_0.951807	457	24	5.252
NODE_6093_length_459_cov_0.951807	459	28	6.100
NODE_6098_length_459_cov_0.951807	459	91	19.826
NODE_6112_length_459_cov_0.713855	459	33	7.190
NODE_6120_length_458_cov_0.954683	458	38	8.297
NODE_6145_length_458_cov_0.954683	458	47	10.262
NODE_6157_length_458_cov_0.794562	458	27	5.895
NODE_6164_length_457_cov_0.90303	457	70	15.317
NODE_6194_length_457_cov_0.809091	457	33	7.221
NODE_6204_length_457_cov_0.757576	457	28	6.127
NODE_6232_length_456_cov_1.92401	456	60	13.158
NODE_6241_length_456_cov_0.81459	456	383	83.991
NODE_6252_length_455_cov_0.963415	455	29	6.374
NODE_6270_length_455_cov_0.963415	455	29	6.374
NODE_6278_length_455_cov_0.884146	455	57	12.527
NODE_6283_length_455_cov_0.789634	455	30	6.593
NODE_6291_length_454_cov_0.704268	454	101	22.247
NODE_6295_length_454_cov_0.929664	454	37	8.150
NODE_6304_length_454_cov_0.966361	454	46	10.132
NODE_6311_length_454_cov_0.966361	454	40	8.811
NODE_6318_length_453_cov_0.7737	453	26	5.740
NODE_6348_length_453_cov_0.953988	453	40	8.830
NODE_6355_length_453_cov_0.846626	453	44	9.713
NODE_6359_length_453_cov_0.969325	453	25	5.519
NODE_6367_length_453_cov_0.837423	453	40	8.830
NODE_6380_length_453_cov_1.07975	453	452	99.779
NODE_6386_length_452_cov_0.787692	452	34	7.522
NODE_6395_length_452_cov_0.772308	452	36	7.965
NODE_6399_length_452_cov_0.750769	452	51	11.283
NODE_6403_length_452_cov_0.889231	452	48	10.619
NODE_6408_length_452_cov_0.766154	452	22	4.867
NODE_6415_length_452_cov_1.92923	452	35	7.743
NODE_6417_length_452_cov_0.870769	452	34	7.522
NODE_6426_length_452_cov_0.461538	452	57	12.611
NODE_6461_length_451_cov_0.975309	451	33	7.317
NODE_6468_length_451_cov_0.799383	451	36	7.982
NODE_6470_length_451_cov_0.799383	451	151	33.481
NODE_6477_length_451_cov_1.07716	451	450	99.778
NODE_6493_length_450_cov_0.978328	450	57	12.667
NODE_6495_length_450_cov_0.978328	450	26	5.778
NODE_6508_length_450_cov_0.767802	450	23	5.111
NODE_6510_length_450_cov_0.965944	450	40	8.889
NODE_6524_length_450_cov_0.73065	450	29	6.444
NODE_6539_length_449_cov_0.965839	449	21	4.677
NODE_6547_length_449_cov_0.97205	449	16	3.563
NODE_6564_length_449_cov_0.97205	449	22	4.900
NODE_6570_length_449_cov_0.670807	449	34	7.572
NODE_6576_length_449_cov_0.76087	449	48	10.690
NODE_6589_length_448_cov_0.915888	448	25	5.580
NODE_6604_length_448_cov_0.781931	448	72	16.071
NODE_6605_length_448_cov_0.775701	448	36	8.036
NODE_6614_length_448_cov_0.872274	448	29	6.473
NODE_6634_length_447_cov_0.953125	447	68	15.213
NODE_6658_length_447_cov_0.79375	447	31	6.935
NODE_6663_length_446_cov_0.990596	446	45	10.090
NODE_6672_length_446_cov_0.990596	446	28	6.278
NODE_6689_length_446_cov_0.855799	446	119	26.682
NODE_6698_length_446_cov_0.931034	446	51	11.435
NODE_6700_length_446_cov_1.08777	446	109	24.439
NODE_6701_length_446_cov_0.554859	446	35	7.848
NODE_6707_length_446_cov_0.865204	446	33	7.399
NODE_6712_length_446_cov_0.76489	446	39	8.744
NODE_6713_length_446_cov_0.755486	446	26	5.830
NODE_6717_length_445_cov_0.742138	445	76	17.079
NODE_6749_length_445_cov_0.927673	445	33	7.416
NODE_6757_length_445_cov_0.735849	445	105	23.596
NODE_6764_length_445_cov_0.77044	445	55	12.360
NODE_6779_length_444_cov_0.996845	444	25	5.631
NODE_6788_length_444_cov_0.9653	444	56	12.613
NODE_6790_length_444_cov_0.84858	444	29	6.532
NODE_6804_length_444_cov_0.671924	444	39	8.784
NODE_6811_length_444_cov_0.769716	444	32	7.207
NODE_6812_length_444_cov_0.858044	444	34	7.658
NODE_6816_length_444_cov_0.750789	444	34	7.658
NODE_6826_length_443_cov_1	443	367	82.844
NODE_6831_length_443_cov_0.949367	443	117	26.411
NODE_6834_length_443_cov_1	443	31	6.998
NODE_6839_length_443_cov_0.873418	443	34	7.675
NODE_6846_length_443_cov_0.920886	443	158	35.666
NODE_6849_length_443_cov_1	443	39	8.804
NODE_6853_length_443_cov_0.753165	443	47	10.609
NODE_6860_length_443_cov_0.731013	443	20	4.515
NODE_6861_length_443_cov_0.873418	443	31	6.998
NODE_6864_length_443_cov_1.36076	443	53	11.964
NODE_6869_length_442_cov_0.926984	442	26	5.882
NODE_6907_length_441_cov_0.94586	441	41	9.297
NODE_6908_length_441_cov_0.792994	441	54	12.245
NODE_6913_length_441_cov_1.00637	441	39	8.844
NODE_6921_length_441_cov_0.971338	441	38	8.617
NODE_6926_length_441_cov_0.863057	441	21	4.762
NODE_6929_length_441_cov_0.875796	441	38	8.617
NODE_6930_length_441_cov_0.726115	441	31	7.029
NODE_6940_length_441_cov_0.66242	441	29	6.576
NODE_6970_length_440_cov_1	440	433	98.409
NODE_6974_length_440_cov_0.948882	440	21	4.773
NODE_6976_length_440_cov_0.910543	440	36	8.182
NODE_6978_length_440_cov_0.728435	440	44	10.000
NODE_6991_length_440_cov_0.753994	440	32	7.273
NODE_6992_length_440_cov_0.789137	440	31	7.045
NODE_6995_length_440_cov_0.661342	440	32	7.273
NODE_6997_length_440_cov_0.936102	440	41	9.318
NODE_7002_length_440_cov_0.801917	440	91	20.682
NODE_7014_length_439_cov_0.826923	439	58	13.212
NODE_7018_length_439_cov_0.878205	439	24	5.467
NODE_7038_length_439_cov_2.44551	439	31	7.062
NODE_7046_length_438_cov_1.01608	438	51	11.644
NODE_7048_length_438_cov_1.01608	438	67	15.297
NODE_7052_length_438_cov_1.01608	438	435	99.315
NODE_7056_length_438_cov_1.01608	438	32	7.306
NODE_7071_length_438_cov_0.803859	438	436	99.543
NODE_7072_length_438_cov_0.710611	438	26	5.936
NODE_7085_length_437_cov_1.37742	437	45	10.297
NODE_7102_length_437_cov_1.01935	437	41	9.382
NODE_7156_length_436_cov_1.00324	436	61	13.991
NODE_7160_length_436_cov_0.954693	436	127	29.128
NODE_7161_length_436_cov_0.990291	436	24	5.505
NODE_7176_length_436_cov_0.692557	436	51	11.697
NODE_7192_length_435_cov_1.02597	435	45	10.345
NODE_7210_length_435_cov_0.996753	435	22	5.057
NODE_7225_length_435_cov_0.711039	435	22	5.057
NODE_7255_length_434_cov_0.872964	434	44	10.138
NODE_7263_length_434_cov_0.905537	434	41	9.447
NODE_7266_length_434_cov_0.635179	434	36	8.295
NODE_7270_length_434_cov_0.850163	434	34	7.834
NODE_7282_length_433_cov_0.98366	433	74	17.090
NODE_7283_length_433_cov_1.03268	433	28	6.467
NODE_7302_length_433_cov_0.843137	433	28	6.467
NODE_7304_length_433_cov_0.941176	433	46	10.624
NODE_7311_length_433_cov_1.03268	433	37	8.545
NODE_7312_length_433_cov_1.03268	433	24	5.543
NODE_7320_length_433_cov_0.80719	433	26	6.005
NODE_7339_length_433_cov_0.856209	433	47	10.855
NODE_7352_length_432_cov_1.01967	432	25	5.787
NODE_7361_length_432_cov_1.01967	432	24	5.556
NODE_7371_length_432_cov_1.03607	432	39	9.028
NODE_7387_length_432_cov_0.734426	432	55	12.731
NODE_7395_length_431_cov_0.799342	431	41	9.513
NODE_7407_length_431_cov_0.878289	431	32	7.425
NODE_7422_length_431_cov_0.875	431	49	11.369
NODE_7430_length_430_cov_0.848185	430	72	16.744
NODE_7441_length_430_cov_1.0066	430	429	99.767
NODE_7444_length_430_cov_0.805281	430	32	7.442
NODE_7451_length_430_cov_1.0165	430	31	7.209
NODE_7455_length_430_cov_1.0066	430	32	7.442
NODE_7464_length_430_cov_0.858086	430	32	7.442
NODE_7489_length_428_cov_0.860927	428	31	7.243
NODE_7503_length_429_cov_0.847682	429	27	6.294
NODE_7504_length_429_cov_1.04636	429	56	13.054
NODE_7514_length_429_cov_0.715232	429	41	9.557
NODE_7528_length_428_cov_0.737542	428	24	5.607
NODE_7538_length_428_cov_1.04983	428	36	8.411
NODE_7563_length_428_cov_0.873754	428	26	6.075
NODE_7584_length_427_cov_1.05333	427	45	10.539
NODE_7586_length_427_cov_1.05333	427	46	10.773
NODE_7592_length_427_cov_0.946667	427	56	13.115
NODE_7599_length_427_cov_0.92	427	184	43.091
NODE_7607_length_427_cov_0.943333	427	42	9.836
NODE_7611_length_427_cov_0.903333	427	36	8.431
NODE_7619_length_427_cov_1.01667	427	26	6.089
NODE_7628_length_427_cov_0.79	427	33	7.728
NODE_7637_length_427_cov_2.05667	427	48	11.241
NODE_7648_length_426_cov_1.04682	426	33	7.746
NODE_7660_length_426_cov_0.953177	426	186	43.662
NODE_7673_length_426_cov_1.00669	426	39	9.155
NODE_7690_length_425_cov_1.05034	425	53	12.471
NODE_7712_length_425_cov_1.0604	425	34	8.000
NODE_7717_length_425_cov_1.0604	425	36	8.471
NODE_7722_length_425_cov_0.758389	425	34	8.000
NODE_7738_length_424_cov_0.942761	424	21	4.953
NODE_7752_length_424_cov_1.03367	424	29	6.840
NODE_7756_length_424_cov_1.06397	424	37	8.726
NODE_7769_length_423_cov_0.96633	423	50	11.820
NODE_7776_length_424_cov_1.03367	424	38	8.962
NODE_7780_length_424_cov_0.969697	424	30	7.075
NODE_7798_length_423_cov_1.05743	423	34	8.038
NODE_7804_length_423_cov_1.06757	423	32	7.565
NODE_7805_length_423_cov_1.02365	423	44	10.402
NODE_7822_length_423_cov_1.27027	423	21	4.965
NODE_7833_length_423_cov_0.763514	423	39	9.220
NODE_7840_length_423_cov_0.692568	423	62	14.657
NODE_7842_length_422_cov_1.07119	422	23	5.450
NODE_7852_length_422_cov_0.955932	422	42	9.953
NODE_7865_length_422_cov_1.07119	422	77	18.246
NODE_7874_length_422_cov_1.07119	422	24	5.687
NODE_7885_length_422_cov_0.749153	422	28	6.635
NODE_7910_length_421_cov_0.955782	421	43	10.214
NODE_7914_length_421_cov_1.07143	421	44	10.451
NODE_7918_length_421_cov_1.0034	421	50	11.876
NODE_7919_length_421_cov_1.07483	421	79	18.765
NODE_7937_length_421_cov_1.40136	421	420	99.762
NODE_7940_length_421_cov_0.918367	421	118	28.029
NODE_7947_length_421_cov_0.942177	421	124	29.454
NODE_7948_length_421_cov_0.982993	421	53	12.589
NODE_7950_length_421_cov_0.846939	421	31	7.363
NODE_7993_length_420_cov_0.754266	420	23	5.476
NODE_7994_length_420_cov_1.0785	420	19	4.524
NODE_8006_length_420_cov_0.788396	420	64	15.238
NODE_8011_length_420_cov_0.90785	420	33	7.857
NODE_8015_length_420_cov_0.836177	420	53	12.619
NODE_8039_length_419_cov_1.01027	419	27	6.444
NODE_8048_length_419_cov_1.06849	419	35	8.353
NODE_8049_length_419_cov_0.890411	419	23	5.489
NODE_8055_length_419_cov_0.780822	419	28	6.683
NODE_8072_length_418_cov_1.08591	418	33	7.895
NODE_8073_length_418_cov_1.0378	418	35	8.373
NODE_8079_length_418_cov_1.02749	418	28	6.699
NODE_8084_length_418_cov_1.08591	418	113	27.033
NODE_8087_length_418_cov_0.828179	418	34	8.134
NODE_8095_length_418_cov_1.27835	418	38	9.091
NODE_8099_length_418_cov_1.07904	418	59	14.115
NODE_8100_length_418_cov_1.04811	418	34	8.134
NODE_8116_length_418_cov_1.02405	418	33	7.895
NODE_8128_length_417_cov_1.04138	417	40	9.592
NODE_8134_length_417_cov_1.02759	417	25	5.995
NODE_8140_length_417_cov_1.08966	417	42	10.072
NODE_8162_length_417_cov_1	417	40	9.592
NODE_8166_length_417_cov_0.996552	417	24	5.755
NODE_8177_length_417_cov_1.23793	417	416	99.760
NODE_8195_length_416_cov_1.09343	416	42	10.096
NODE_8203_length_416_cov_1.09343	416	415	99.760
NODE_8204_length_416_cov_1.07958	416	58	13.942
NODE_8208_length_416_cov_1.04844	416	52	12.500
NODE_8237_length_416_cov_177.543	416	240	57.692
NODE_8249_length_415_cov_1.09722	415	26	6.265
NODE_8252_length_415_cov_0.708333	415	29	6.988
NODE_8268_length_415_cov_1.07986	415	414	99.759
NODE_8273_length_415_cov_0.934028	415	50	12.048
NODE_8280_length_415_cov_0.600694	415	55	13.253
NODE_8284_length_414_cov_1.10105	414	31	7.488
NODE_8299_length_414_cov_1.10105	414	35	8.454
NODE_8316_length_414_cov_0.986063	414	411	99.275
NODE_8317_length_414_cov_0.933798	414	36	8.696
NODE_8318_length_414_cov_0.993031	414	34	8.213
NODE_8325_length_414_cov_0.689895	414	25	6.039
NODE_8349_length_413_cov_1.1049	413	85	20.581
NODE_8361_length_413_cov_1.07343	413	46	11.138
